"uf";"nome_municipio";"cod_tse";"cod_ibge";"abstencoes";"p_abstencoes";"nulos";"p_nulos";"brancos";"p_brancos"
"SP";"JACI";"65919";"3524501";"1271";"22,05";"327";"7,28";"255";"5,67"
"SP";"JACUPIRANGA";"65935";"3524600";"3980";"29,35";"560";"5,84";"392";"4,10"
"SP";"JAGUARIÚNA";"65951";"3524709";"9740";"21,68";"2525";"7,18";"2524";"7,17"
"SP";"JALES";"65978";"3524808";"9000";"23,42";"2171";"7,38";"1719";"5,84"
"SP";"JAMBEIRO";"65994";"3524907";"1010";"20,36";"266";"6,73";"239";"6,05"
"SP";"JANDIRA";"66010";"3525003";"16640";"20,53";"5045";"7,83";"4930";"7,65"
"SP";"JARDINÓPOLIS";"66036";"3525102";"8070";"26,43";"1997";"8,89";"2007";"8,93"
"SP";"JARINU";"66052";"3525201";"6521";"24,71";"1613";"8,12";"1415";"7,12"
"SP";"JAÚ";"66079";"3525300";"22617";"21,56";"6223";"7,56";"6053";"7,36"
"SP";"JERIQUARA";"66095";"3525409";"554";"18,22";"131";"5,27";"102";"4,10"
"SP";"JOANÓPOLIS";"66117";"3525508";"2193";"22,02";"753";"9,70";"539";"6,94"
"SP";"JOSÉ BONIFÁCIO";"66150";"3525706";"6717";"23,69";"1242";"5,74";"1303";"6,02"
"SP";"JOÃO RAMALHO";"66133";"3525607";"705";"20,51";"180";"6,59";"166";"6,07"
"SP";"JUMIRIM";"62324";"3525854";"559";"22,97";"108";"5,76";"94";"5,01"
"SP";"JUNDIAÍ";"66192";"3525904";"63949";"19,32";"21519";"8,06";"13935";"5,21"
"SP";"JUNQUEIRÓPOLIS";"66214";"3526001";"3075";"22,14";"642";"5,94";"516";"4,77"
"SP";"JUQUITIBA";"66257";"3526209";"5745";"24,04";"1358";"7,48";"1088";"5,99"
"SP";"JUQUIÁ";"66230";"3526100";"5724";"33,46";"716";"6,29";"502";"4,41"
"SP";"JÚLIO MESQUITA";"66176";"3525805";"776";"20,47";"190";"6,30";"159";"5,28"
"SP";"LAGOINHA";"66273";"3526308";"1080";"20,40";"256";"6,07";"211";"5,01"
"SP";"LARANJAL PAULISTA";"66290";"3526407";"5442";"24,66";"1110";"6,68";"1148";"6,90"
"SP";"LAVRINHAS";"66338";"3526605";"1222";"19,45";"342";"6,76";"271";"5,35"
"SP";"LAVÍNIA";"66311";"3526506";"896";"22,66";"194";"6,34";"121";"3,96"
"SP";"LEME";"66354";"3526704";"16880";"22,31";"5490";"9,34";"4992";"8,49"
"SP";"LENÇÓIS PAULISTA";"66370";"3526803";"10603";"20,65";"2967";"7,28";"2698";"6,62"
"SP";"LIMEIRA";"66397";"3526902";"47796";"20,76";"14077";"7,72";"10702";"5,86"
"SP";"LINDÓIA";"66419";"3527009";"1239";"20,96";"318";"6,81";"135";"2,89"
"SP";"LINS";"66435";"3527108";"14999";"25,88";"2999";"6,98";"2669";"6,21"
"SP";"LORENA";"66451";"3527207";"14664";"22,57";"3261";"6,48";"3200";"6,36"
"SP";"LOURDES";"62022";"3527256";"480";"24,57";"58";"3,93";"38";"2,58"
"SP";"LOUVEIRA";"66478";"3527306";"6600";"17,71";"2240";"7,30";"2196";"7,17"
"SP";"LUCIANÓPOLIS";"66516";"3527504";"433";"20,37";"95";"5,61";"89";"5,26"
"SP";"LUCÉLIA";"66494";"3527405";"3115";"23,00";"741";"7,10";"598";"5,74"
"SP";"LUIZIÂNIA";"66559";"3527702";"888";"22,66";"189";"6,24";"144";"4,75"
"SP";"LUPÉRCIO";"66575";"3527801";"793";"22,87";"140";"5,23";"152";"5,69"
"SP";"LUTÉCIA";"66591";"3527900";"527";"21,47";"91";"4,72";"76";"3,94"
"SP";"LUÍS ANTÔNIO";"66532";"3527603";"2506";"24,56";"605";"7,86";"482";"6,26"
"SP";"MACATUBA";"66613";"3528007";"2685";"20,24";"722";"6,82";"834";"7,88"
"SP";"MACAUBAL";"66630";"3528106";"1271";"20,64";"308";"6,30";"394";"8,07"
"SP";"MACEDÔNIA";"66656";"3528205";"758";"21,05";"146";"5,14";"135";"4,74"
"SP";"MAGDA";"66672";"3528304";"477";"17,94";"127";"5,82";"105";"4,81"
"SP";"MAIRINQUE";"66699";"3528403";"8977";"22,32";"2763";"8,84";"2592";"8,30"
"SP";"MAIRIPORÃ";"66710";"3528502";"14214";"21,61";"4004";"7,77";"2949";"5,72"
"SP";"MANDURI";"66737";"3528601";"1686";"22,65";"477";"8,28";"389";"6,76"
"SP";"MARABÁ PAULISTA";"66753";"3528700";"774";"24,99";"122";"5,25";"59";"2,54"
"SP";"MARACAÍ";"66770";"3528809";"2299";"21,06";"393";"4,56";"487";"5,65"
"SP";"MARAPOAMA";"61867";"3528858";"604";"21,81";"146";"6,74";"108";"4,99"
"SP";"MARINÓPOLIS";"66834";"3529104";"371";"20,63";"98";"6,87";"68";"4,76"
"SP";"MARIÁPOLIS";"66796";"3528908";"654";"21,37";"163";"6,77";"161";"6,70"
"SP";"MARTINÓPOLIS";"66850";"3529203";"3519";"19,64";"846";"5,88";"705";"4,89"
"SP";"MARÍLIA";"66818";"3529005";"42246";"23,25";"9317";"6,68";"8235";"5,91"
"SP";"MATÃO";"66877";"3529302";"13976";"21,11";"4495";"8,61";"3743";"7,16"
"SP";"MAUÁ";"66893";"3529401";"61722";"19,57";"28104";"11,08";"18165";"7,16"
"SP";"MENDONÇA";"66915";"3529500";"1139";"22,59";"219";"5,61";"140";"3,59"
"SP";"MERIDIANO";"66931";"3529609";"678";"18,61";"185";"6,24";"149";"5,02"
"SP";"MESÓPOLIS";"61964";"3529658";"395";"22,17";"62";"4,47";"68";"4,90"
"SP";"MIGUELÓPOLIS";"66958";"3529708";"3074";"20,84";"701";"6,00";"794";"6,80"
"SP";"MINEIROS DO TIETÊ";"66974";"3529807";"2154";"23,04";"614";"8,54";"675";"9,38"
"SP";"MIRA ESTRELA";"67016";"3530003";"676";"24,54";"141";"6,78";"69";"3,32"
"SP";"MIRACATU";"66990";"3529906";"5266";"31,48";"735";"6,41";"463";"4,04"
"SP";"MIRANDÓPOLIS";"67032";"3530102";"5667";"28,34";"1174";"8,19";"914";"6,38"
"SP";"MIRANTE DO PARANAPANEMA";"67059";"3530201";"3309";"25,02";"408";"4,11";"359";"3,62"
"SP";"MIRASSOL";"67075";"3530300";"10058";"22,31";"2380";"6,80";"2055";"5,86"
"SP";"MIRASSOLÂNDIA";"67091";"3530409";"845";"20,69";"132";"4,08";"94";"2,90"
"SP";"MOCOCA";"67113";"3530508";"14603";"27,39";"3941";"10,18";"3437";"8,87"
"SP";"MOGI DAS CRUZES";"67130";"3530607";"69787";"20,97";"22756";"8,65";"19604";"7,45"
"SP";"MOGI GUAÇU";"67156";"3530706";"26005";"21,67";"8139";"8,66";"6631";"7,06"
"SP";"MOGI MIRIM";"67172";"3530805";"15819";"22,22";"4771";"8,61";"4398";"7,95"
"SP";"MOMBUCA";"67199";"3530904";"681";"20,98";"211";"8,23";"162";"6,31"
"SP";"MONGAGUÁ";"67237";"3531100";"14551";"29,20";"2343";"6,64";"1813";"5,14"
"SP";"MONTE ALEGRE DO SUL";"67253";"3531209";"1412";"21,44";"491";"9,49";"320";"6,19"
"SP";"MONTE ALTO";"67270";"3531308";"9517";"24,91";"2256";"7,86";"2291";"7,99"
"SP";"MONTE APRAZÍVEL";"67296";"3531407";"4265";"23,92";"933";"6,88";"806";"5,94"
"SP";"MONTE AZUL PAULISTA";"67318";"3531506";"2794";"19,68";"784";"6,87";"639";"5,61"
"SP";"MONTE CASTELO";"67334";"3531605";"684";"19,61";"166";"5,92";"102";"3,64"
"SP";"MONTE MOR";"67377";"3531803";"11124";"23,45";"3085";"8,49";"2902";"8,00"
"SP";"MONTEIRO LOBATO";"67350";"3531704";"888";"22,43";"154";"5,01";"116";"3,78"
"SP";"MONÇÕES";"67210";"3531001";"430";"21,05";"126";"7,81";"111";"6,88"
"SP";"MORRO AGUDO";"67393";"3531902";"4983";"23,53";"1391";"8,59";"1266";"7,82"
"SP";"MORUNGABA";"67415";"3532009";"2125";"19,75";"740";"8,57";"664";"7,69"
"SP";"MOTUCA";"61069";"3532058";"776";"21,69";"213";"7,60";"181";"6,47"
"SP";"MURUTINGA DO SUL";"67431";"3532108";"763";"21,85";"189";"6,93";"104";"3,81"
"SP";"NANTES";"62340";"3532157";"575";"24,64";"77";"4,38";"63";"3,58"
"SP";"NARANDIBA";"67458";"3532207";"912";"20,44";"164";"4,62";"155";"4,37"
"SP";"NATIVIDADE DA SERRA";"67474";"3532306";"1656";"27,62";"316";"7,28";"153";"3,53"
"SP";"NAZARÉ PAULISTA";"67490";"3532405";"3577";"23,78";"1098";"9,58";"880";"7,67"
"SP";"NEVES PAULISTA";"67512";"3532504";"1745";"22,71";"469";"7,90";"416";"7,00"
"SP";"NHANDEARA";"67539";"3532603";"1604";"20,68";"351";"5,70";"313";"5,09"
"SP";"NIPOÃ";"67555";"3532702";"974";"24,67";"203";"6,83";"195";"6,55"
"SP";"NOVA ALIANÇA";"67571";"3532801";"1068";"20,50";"268";"6,47";"183";"4,42"
"SP";"NOVA CAMPINA";"61980";"3532827";"1588";"22,28";"262";"4,73";"231";"4,17"
"SP";"NOVA CANAÃ PAULISTA";"61425";"3532843";"542";"26,61";"92";"6,15";"91";"6,09"
"SP";"NOVA CASTILHO";"62367";"3532868";"269";"20,97";"47";"4,64";"38";"3,74"
"SP";"NOVA EUROPA";"67598";"3532900";"1777";"22,85";"384";"6,40";"423";"7,05"
"SP";"NOVA GRANADA";"67610";"3533007";"3936";"24,70";"832";"6,94";"753";"6,27"
"SP";"NOVA GUATAPORANGA";"67636";"3533106";"482";"24,28";"117";"7,78";"86";"5,73"
"SP";"NOVA INDEPENDÊNCIA";"67652";"3533205";"639";"19,67";"155";"5,94";"152";"5,83"
"SP";"NOVA LUZITÂNIA";"67679";"3533304";"491";"18,38";"104";"4,77";"63";"2,89"
"SP";"NOVA ODESSA";"67695";"3533403";"9573";"20,01";"2675";"6,99";"2268";"5,92"
"SP";"NOVAIS";"61409";"3533254";"736";"20,05";"220";"7,50";"125";"4,26"
"SP";"NOVO HORIZONTE";"67717";"3533502";"7623";"25,22";"1355";"5,99";"1385";"6,13"
"SP";"NUPORANGA";"67733";"3533601";"1271";"21,39";"304";"6,51";"269";"5,76"
"SP";"OCAUÇU";"67750";"3533700";"606";"18,41";"205";"7,63";"171";"6,37"
"SP";"OLÍMPIA";"67792";"3533908";"10737";"24,68";"1844";"5,63";"1797";"5,48"
"SP";"ONDA VERDE";"67814";"3534005";"865";"20,90";"201";"6,14";"216";"6,60"
"SP";"ORIENTE";"67830";"3534104";"861";"17,16";"303";"7,29";"231";"5,56"
"SP";"ORINDIÚVA";"67857";"3534203";"1070";"21,37";"220";"5,59";"130";"3,30"
"SP";"ORLÂNDIA";"67873";"3534302";"7697";"24,29";"1991";"8,30";"1767";"7,36"
"SP";"OSASCO";"67890";"3534401";"121840";"20,73";"39137";"8,40";"30640";"6,58"
"SP";"OSCAR BRESSANE";"67911";"3534500";"583";"23,14";"99";"5,11";"57";"2,95"
"SP";"OSVALDO CRUZ";"67938";"3534609";"6559";"26,56";"1234";"6,81";"1064";"5,86"
"SP";"OURINHOS";"67954";"3534708";"19542";"24,17";"3940";"6,42";"4047";"6,60"
"SP";"OURO VERDE";"67970";"3534807";"1429";"23,25";"295";"6,25";"234";"4,96"
"SP";"OUROESTE";"62383";"3534757";"1557";"20,77";"395";"6,65";"298";"5,01"
"SP";"PACAEMBU";"67997";"3534906";"2413";"28,00";"370";"5,96";"307";"4,95"
"SP";"PALESTINA";"68012";"3535002";"2256";"24,54";"387";"5,58";"365";"5,26"
"SP";"PALMARES PAULISTA";"68039";"3535101";"1504";"19,15";"492";"7,75";"425";"6,70"
"SP";"PALMEIRA D&apos;OESTE";"68055";"3535200";"2165";"27,28";"349";"6,05";"403";"6,98"
"SP";"PALMITAL";"68071";"3535309";"4236";"24,54";"702";"5,39";"673";"5,17"
"SP";"PANORAMA";"68098";"3535408";"2462";"22,85";"523";"6,29";"513";"6,17"
"SP";"PARAGUAÇU PAULISTA";"68110";"3535507";"8452";"25,99";"1583";"6,58";"1631";"6,77"
"SP";"PARAIBUNA";"68136";"3535606";"3413";"23,93";"632";"5,83";"473";"4,36"
"SP";"PARANAPANEMA";"68179";"3535804";"3301";"23,15";"773";"7,05";"607";"5,54"
"SP";"PARANAPUÃ";"68195";"3535903";"593";"17,31";"141";"4,98";"157";"5,54"
"SP";"PARAPUÃ";"68217";"3536000";"2038";"24,67";"485";"7,79";"408";"6,56"
"SP";"PARAÍSO";"68152";"3535705";"725";"16,09";"393";"10,39";"282";"7,46"
"SP";"PARDINHO";"68233";"3536109";"1290";"22,55";"338";"7,63";"279";"6,30"
"SP";"PARIQUERA-AÇU";"68250";"3536208";"4054";"25,99";"824";"7,14";"710";"6,15"
"SP";"PARISI";"61824";"3536257";"573";"21,00";"131";"6,08";"63";"2,92"
"SP";"PATROCÍNIO PAULISTA";"68276";"3536307";"2640";"24,35";"449";"5,47";"525";"6,41"
"SP";"PAULICÉIA";"68292";"3536406";"1411";"23,72";"319";"7,03";"236";"5,20"
"SP";"PAULISTÂNIA";"62405";"3536570";"433";"22,71";"100";"6,78";"41";"2,79"
"SP";"PAULO DE FARIA";"68330";"3536604";"1681";"26,17";"294";"6,20";"142";"2,99"
"SP";"PAULÍNIA";"68314";"3536505";"16813";"19,99";"4694";"6,98";"4081";"6,06"
"SP";"PEDERNEIRAS";"68357";"3536703";"7671";"22,20";"1788";"6,65";"1732";"6,44"
"SP";"PEDRA BELA";"68373";"3536802";"1213";"23,27";"301";"7,53";"249";"6,22"
"SP";"PEDRANÓPOLIS";"68390";"3536901";"416";"17,84";"100";"5,22";"83";"4,33"
"SP";"PEDREGULHO";"68411";"3537008";"2269";"19,12";"609";"6,35";"626";"6,52"
"SP";"PEDREIRA";"68438";"3537107";"8013";"22,70";"2759";"10,11";"1922";"7,04"
"SP";"PEDRINHAS PAULISTA";"61247";"3537156";"561";"20,19";"108";"4,87";"79";"3,56"
"SP";"PEDRO DE TOLEDO";"68454";"3537206";"2733";"32,43";"330";"5,80";"190";"3,33"
"SP";"PENÁPOLIS";"68470";"3537305";"12048";"25,43";"2468";"6,98";"1966";"5,57"
"SP";"PEREIRA BARRETO";"68497";"3537404";"5847";"28,56";"934";"6,39";"813";"5,55"
"SP";"PEREIRAS";"68519";"3537503";"1767";"25,86";"354";"6,99";"323";"6,37"
"SP";"PERUÍBE";"68535";"3537602";"18150";"29,48";"2971";"6,84";"2081";"4,80"
"SP";"PIACATU";"68551";"3537701";"1004";"21,46";"289";"7,87";"153";"4,16"
"SP";"PIEDADE";"68578";"3537800";"11166";"25,71";"2417";"7,49";"2537";"7,86"
"SP";"PILAR DO SUL";"68594";"3537909";"5540";"23,70";"1190";"6,67";"1174";"6,58"
"SP";"PINDAMONHANGABA";"68616";"3538006";"26716";"21,87";"7232";"7,58";"6556";"6,86"
"SP";"PINDORAMA";"68632";"3538105";"2707";"23,73";"717";"8,24";"550";"6,32"
"SP";"PINHALZINHO";"68675";"3538204";"2921";"24,88";"899";"10,19";"708";"8,03"
"SP";"PIQUEROBI";"68691";"3538303";"579";"19,52";"156";"6,54";"83";"3,47"
"SP";"PIQUETE";"68713";"3538501";"2115";"21,02";"530";"6,67";"429";"5,39"
"SP";"PIRACAIA";"68730";"3538600";"5214";"23,05";"1393";"8,00";"1185";"6,81"
"SP";"PIRACICABA";"68756";"3538709";"67886";"22,08";"18443";"7,70";"16007";"6,68"
"SP";"PIRAJU";"68772";"3538808";"6328";"26,43";"1250";"7,10";"1106";"6,28"
"SP";"PIRAJUÍ";"68799";"3538907";"4249";"26,20";"800";"6,68";"722";"6,04"
"SP";"PIRANGI";"68810";"3539004";"1979";"23,18";"497";"7,58";"500";"7,62"
"SP";"PIRAPORA DO BOM JESUS";"68837";"3539103";"2535";"19,11";"517";"4,82";"483";"4,50"
"SP";"PIRAPOZINHO";"68853";"3539202";"5264";"24,87";"944";"5,94";"837";"5,26"
"SP";"PIRASSUNUNGA";"68870";"3539301";"14079";"23,81";"3456";"7,67";"3153";"7,00"
"SP";"PIRATININGA";"68896";"3539400";"1823";"19,00";"431";"5,54";"439";"5,65"
"SP";"PITANGUEIRAS";"68918";"3539509";"6526";"24,33";"1597";"7,87";"1588";"7,83"
"SP";"PLANALTO";"68934";"3539608";"992";"23,94";"178";"5,65";"106";"3,36"
"SP";"PLATINA";"68950";"3539707";"601";"22,16";"105";"4,97";"103";"4,88"
"SP";"POLONI";"68993";"3539905";"1065";"23,45";"199";"5,72";"193";"5,55"
"SP";"POMPÉIA";"69019";"3540002";"3682";"21,87";"923";"7,02";"702";"5,34"
"SP";"PONGAÍ";"69035";"3540101";"679";"22,14";"126";"5,28";"67";"2,80"
"SP";"PONTAL";"69051";"3540200";"6302";"21,02";"2380";"10,05";"2421";"10,23"
"SP";"PONTALINDA";"61808";"3540259";"814";"24,75";"157";"6,34";"156";"6,31"
"SP";"PONTES GESTAL";"69078";"3540309";"587";"24,83";"90";"5,06";"91";"5,13"
"SP";"POPULINA";"69094";"3540408";"850";"22,53";"221";"7,56";"135";"4,62"
"SP";"PORANGABA";"69116";"3540507";"1879";"25,32";"418";"7,54";"330";"5,96"
"SP";"PORTO FELIZ";"69132";"3540606";"9920";"23,30";"2318";"7,10";"2624";"8,04"
"SP";"PORTO FERREIRA";"69159";"3540705";"10056";"23,68";"2953";"9,11";"2582";"7,96"
"SP";"POTIM";"61565";"3540754";"2746";"20,99";"648";"6,27";"687";"6,65"
"SP";"POTIRENDABA";"69175";"3540804";"2768";"20,24";"834";"7,65";"702";"6,43"
"SP";"POÁ";"68977";"3539806";"19311";"20,37";"6415";"8,50";"5417";"7,17"
"SP";"PRACINHA";"62120";"3540853";"252";"18,61";"49";"4,45";"43";"3,90"
"SP";"PRADÓPOLIS";"69191";"3540903";"2870";"20,67";"953";"8,65";"750";"6,81"
"SP";"PRAIA GRANDE";"69213";"3541000";"59298";"23,83";"13210";"6,97";"11591";"6,11"
"SP";"PRATÂNIA";"62146";"3541059";"1230";"25,11";"271";"7,39";"303";"8,25"
"SP";"PRESIDENTE ALVES";"69230";"3541109";"782";"22,66";"150";"5,62";"79";"2,96"
"SP";"PRESIDENTE BERNARDES";"69256";"3541208";"3041";"27,14";"347";"4,25";"371";"4,54"
"SP";"PRESIDENTE EPITÁCIO";"69272";"3541307";"9280";"29,00";"1459";"6,42";"1336";"5,88"
"SP";"PRESIDENTE PRUDENTE";"69299";"3541406";"46116";"25,48";"7105";"5,27";"6639";"4,92"
"SP";"PRESIDENTE VENCESLAU";"69310";"3541505";"7579";"26,21";"1246";"5,84";"1004";"4,70"
"SP";"PROMISSÃO";"69337";"3541604";"7911";"27,82";"1299";"6,33";"1344";"6,55"
"SP";"QUADRA";"62162";"3541653";"981";"25,78";"144";"5,10";"142";"5,03"
"SP";"QUATÁ";"69353";"3541703";"2128";"21,02";"487";"6,09";"476";"5,95"
"SP";"QUEIROZ";"69370";"3541802";"862";"26,22";"145";"5,98";"132";"5,44"
"SP";"QUELUZ";"69396";"3541901";"1477";"20,60";"311";"5,46";"249";"4,38"
"SP";"QUINTANA";"69418";"3542008";"1195";"21,85";"308";"7,20";"259";"6,06"
"SP";"RAFARD";"69434";"3542107";"1430";"19,29";"411";"6,87";"362";"6,05"
"SP";"RANCHARIA";"69450";"3542206";"6375";"26,04";"1050";"5,80";"1178";"6,50"
"SP";"REDENÇÃO DA SERRA";"69477";"3542305";"1092";"25,78";"150";"4,77";"150";"4,77"
"SP";"REGENTE FEIJÓ";"69493";"3542404";"2816";"18,48";"767";"6,17";"637";"5,13"
"SP";"REGINÓPOLIS";"69515";"3542503";"1158";"23,29";"265";"6,95";"131";"3,43"
"SP";"REGISTRO";"69531";"3542602";"12938";"26,83";"2106";"5,97";"1926";"5,46"
"SP";"RESTINGA";"69558";"3542701";"1561";"23,17";"278";"5,37";"268";"5,18"
"SP";"RIBEIRA";"69574";"3542800";"694";"22,93";"104";"4,46";"90";"3,86"
"SP";"RIBEIRÃO BONITO";"69590";"3542909";"2549";"27,68";"570";"8,56";"419";"6,29"
"SP";"RIBEIRÃO BRANCO";"69612";"3543006";"3745";"24,84";"729";"6,43";"575";"5,08"
"SP";"RIBEIRÃO CORRENTE";"69639";"3543105";"1020";"23,79";"160";"4,90";"93";"2,84"
"SP";"RIBEIRÃO DO SUL";"69655";"3543204";"624";"16,40";"199";"6,26";"146";"4,59"
"SP";"RIBEIRÃO DOS ÍNDIOS";"62421";"3543238";"356";"18,94";"99";"6,50";"72";"4,72"
"SP";"RIBEIRÃO GRANDE";"61700";"3543253";"1501";"22,39";"310";"5,96";"293";"5,63"
"SP";"RIBEIRÃO PIRES";"69671";"3543303";"18862";"20,77";"6703";"9,32";"4628";"6,43"
"SP";"RIBEIRÃO PRETO";"69698";"3543402";"106851";"22,82";"31144";"8,62";"20045";"5,55"
"SP";"RIFAINA";"69736";"3543600";"1092";"24,23";"177";"5,18";"171";"5,01"
"SP";"RINCÃO";"69752";"3543709";"1846";"23,98";"526";"8,99";"414";"7,08"
"SP";"RINÓPOLIS";"69779";"3543808";"1862";"24,18";"429";"7,35";"325";"5,57"
"SP";"RIO CLARO";"69795";"3543907";"34154";"21,84";"11417";"9,34";"7958";"6,51"
"SP";"RIO DAS PEDRAS";"69817";"3544004";"4842";"19,31";"1686";"8,33";"1616";"7,99"
"SP";"RIO GRANDE DA SERRA";"69833";"3544103";"7483";"20,95";"2710";"9,60";"2422";"8,58"
"SP";"RIOLÂNDIA";"69850";"3544202";"1720";"23,50";"314";"5,61";"211";"3,77"
"SP";"RIVERSUL";"69710";"3543501";"1076";"23,22";"192";"5,40";"165";"4,63"
"SP";"ROSANA";"61166";"3544251";"5018";"32,75";"585";"5,68";"502";"4,87"
"SP";"ROSEIRA";"69876";"3544301";"1638";"19,13";"401";"5,79";"452";"6,53"
"SP";"RUBINÉIA";"69914";"3544509";"830";"25,41";"171";"7,02";"87";"3,57"
"SP";"RUBIÁCEA";"69892";"3544400";"409";"17,92";"84";"4,48";"64";"3,42"
"SP";"SABINO";"69930";"3544608";"1280";"27,77";"260";"7,81";"163";"4,90"
"SP";"SAGRES";"69957";"3544707";"474";"22,64";"83";"5,12";"76";"4,69"
"SP";"SALES";"69973";"3544806";"1212";"23,58";"222";"5,65";"133";"3,39"
"SP";"SALES OLIVEIRA";"69990";"3544905";"1547";"18,59";"564";"8,32";"418";"6,17"
"SP";"SALESÓPOLIS";"70017";"3545001";"3437";"22,31";"945";"7,90";"784";"6,55"
"SP";"SALMOURÃO";"70033";"3545100";"940";"23,25";"195";"6,28";"202";"6,51"
"SP";"SALTINHO";"61441";"3545159";"1202";"17,51";"324";"5,72";"267";"4,72"
"SP";"SALTO";"70050";"3545209";"20205";"20,83";"6044";"7,87";"5170";"6,73"
"SP";"SALTO DE PIRAPORA";"70076";"3545308";"6260";"20,39";"2105";"8,61";"1928";"7,89"
"SP";"SALTO GRANDE";"70092";"3545407";"1179";"18,53";"410";"7,91";"349";"6,73"
"SP";"SANDOVALINA";"70114";"3545506";"872";"24,95";"111";"4,23";"80";"3,05"
"SP";"SANTA ADÉLIA";"70130";"3545605";"2963";"25,21";"638";"7,26";"469";"5,33"
"SP";"SANTA ALBERTINA";"70157";"3545704";"1135";"21,78";"269";"6,60";"209";"5,13"
"SP";"SANTA BRANCA";"70211";"3546009";"3019";"24,43";"676";"7,24";"567";"6,07"
"SP";"SANTA BÁRBARA D&apos;OESTE";"70173";"3545803";"29620";"20,26";"9512";"8,16";"8054";"6,91"
"SP";"SANTA CLARA D&apos;OESTE";"70238";"3546108";"576";"24,24";"86";"4,78";"87";"4,83"
"SP";"SANTA CRUZ DA CONCEIÇÃO";"70254";"3546207";"846";"20,76";"195";"6,04";"142";"4,39"
"SP";"SANTA CRUZ DA ESPERANÇA";"62189";"3546256";"547";"24,99";"134";"8,16";"76";"4,63"
"SP";"SANTA CRUZ DAS PALMEIRAS";"70270";"3546306";"4282";"20,18";"1619";"9,56";"1424";"8,41"
"SP";"SANTA CRUZ DO RIO PARDO";"70297";"3546405";"9119";"25,44";"1697";"6,35";"1733";"6,48"
"SP";"SANTA ERNESTINA";"70319";"3546504";"899";"17,93";"308";"7,49";"214";"5,20"
"SP";"SANTA FÉ DO SUL";"70335";"3546603";"6980";"25,82";"1251";"6,24";"1031";"5,14"
"SP";"SANTA GERTRUDES";"70351";"3546702";"3587";"19,03";"1205";"7,89";"1074";"7,04"
"SP";"SANTA ISABEL";"70378";"3546801";"9283";"21,51";"3448";"10,18";"2694";"7,95"
"SP";"SANTA LÚCIA";"70394";"3546900";"1461";"21,44";"527";"9,85";"478";"8,93"
"SP";"SANTA MARIA DA SERRA";"70416";"3547007";"1002";"23,25";"224";"6,77";"226";"6,84"
"SP";"SANTA MERCEDES";"70432";"3547106";"768";"28,00";"121";"6,13";"92";"4,65"
"SP";"SANTA RITA D&apos;OESTE";"70491";"3547403";"579";"23,33";"119";"6,25";"73";"3,84"
"SP";"SANTA RITA DO PASSA QUATRO";"70513";"3547502";"4500";"22,51";"1205";"7,78";"912";"5,88"
"SP";"SANTA ROSA DE VITERBO";"70530";"3547601";"5225";"26,39";"1479";"10,15";"1194";"8,19"
"SP";"SANTA SALETE";"62200";"3547650";"310";"18,05";"82";"5,83";"50";"3,55"
"SP";"SANTANA DA PONTE PENSA";"70459";"3547205";"373";"23,39";"73";"5,97";"44";"3,60"
"SP";"SANTANA DE PARNAÍBA";"70475";"3547304";"18692";"18,62";"3693";"4,52";"2867";"3,51"
"SP";"SANTO ANASTÁCIO";"70556";"3547700";"3308";"21,67";"864";"7,23";"709";"5,92"
"SP";"SANTO ANDRÉ";"70572";"3547809";"121557";"20,87";"39549";"8,58";"22790";"4,94"
"SP";"SANTO ANTÔNIO DA ALEGRIA";"70599";"3547908";"978";"18,23";"361";"8,23";"250";"5,69"
"SP";"SANTO ANTÔNIO DE POSSE";"70610";"3548005";"3674";"21,53";"942";"7,03";"1111";"8,30"
"SP";"SANTO ANTÔNIO DO ARACANGUÁ";"61328";"3548054";"1349";"19,27";"237";"4,19";"134";"2,37"
"SP";"SANTO ANTÔNIO DO JARDIM";"70637";"3548104";"1328";"24,41";"344";"8,36";"331";"8,05"
"SP";"SANTO ANTÔNIO DO PINHAL";"70653";"3548203";"1433";"22,46";"383";"7,74";"355";"7,18"
"SP";"SANTO EXPEDITO";"70670";"3548302";"611";"22,13";"114";"5,30";"82";"3,82"
"SP";"SANTOS";"70718";"3548500";"80154";"22,73";"15462";"5,67";"11383";"4,18"
"SP";"SANTÓPOLIS DO AGUAPEÍ";"70696";"3548401";"697";"21,51";"166";"6,53";"99";"3,89"
"SP";"SARAPUÍ";"71234";"3551108";"1588";"20,89";"433";"7,20";"332";"5,52"
"SP";"SARUTAIÁ";"71250";"3551207";"712";"22,47";"167";"6,80";"95";"3,87"
"SP";"SEBASTIANÓPOLIS DO SUL";"71277";"3551306";"639";"21,17";"130";"5,46";"118";"4,96"
"SP";"SERRA AZUL";"71293";"3551405";"1957";"24,67";"454";"7,60";"388";"6,49"
"SP";"SERRA NEGRA";"71331";"3551603";"5817";"24,90";"1194";"6,81";"841";"4,79"
"SP";"SERRANA";"71315";"3551504";"7888";"22,70";"2003";"7,46";"2013";"7,49"
"SP";"SERTÃOZINHO";"71358";"3551702";"21480";"22,16";"6418";"8,51";"5890";"7,80"
"SP";"SETE BARRAS";"71374";"3551801";"3494";"30,97";"487";"6,25";"300";"3,85"
"SP";"SEVERÍNIA";"71390";"3551900";"2660";"21,67";"600";"6,24";"609";"6,33"
