"uf";"nome_municipio";"cod_tse";"cod_ibge";"abstencoes";"p_abstencoes";"nulos";"p_nulos";"brancos";"p_brancos"
"SP";"RIBEIRA";"69574";"3542800";"694";"22,93";"52";"2,23";"27";"1,16"
"SP";"RIBEIRÃO BONITO";"69590";"3542909";"2549";"27,68";"238";"3,57";"159";"2,39"
"SP";"RIBEIRÃO BRANCO";"69612";"3543006";"3745";"24,84";"306";"2,70";"231";"2,04"
"SP";"RIBEIRÃO CORRENTE";"69639";"3543105";"1020";"23,79";"79";"2,42";"52";"1,59"
"SP";"RIBEIRÃO DO SUL";"69655";"3543204";"624";"16,40";"82";"2,58";"52";"1,63"
"SP";"RIBEIRÃO DOS ÍNDIOS";"62421";"3543238";"356";"18,94";"45";"2,95";"38";"2,50"
"SP";"RIBEIRÃO GRANDE";"61700";"3543253";"1501";"22,39";"149";"2,86";"144";"2,77"
"SP";"RIBEIRÃO PIRES";"69671";"3543303";"18862";"20,77";"3011";"4,18";"1547";"2,15"
"SP";"RIBEIRÃO PRETO";"69698";"3543402";"106964";"22,78";"13456";"3,71";"6247";"1,72"
"SP";"RIFAINA";"69736";"3543600";"1092";"24,23";"74";"2,17";"32";"0,93"
"SP";"RINCÃO";"69752";"3543709";"1846";"23,98";"231";"3,95";"157";"2,68"
"SP";"RINÓPOLIS";"69779";"3543808";"1862";"24,18";"160";"2,74";"109";"1,87"
"SP";"RIO CLARO";"69795";"3543907";"34162";"21,81";"4938";"4,03";"2569";"2,10"
"SP";"RIO DAS PEDRAS";"69817";"3544004";"4842";"19,31";"559";"2,76";"453";"2,24"
"SP";"RIO GRANDE DA SERRA";"69833";"3544103";"7483";"20,95";"1183";"4,19";"786";"2,78"
"SP";"RIOLÂNDIA";"69850";"3544202";"1721";"23,51";"139";"2,48";"73";"1,31"
"SP";"RIVERSUL";"69710";"3543501";"1076";"23,21";"98";"2,75";"94";"2,64"
"SP";"ROSANA";"61166";"3544251";"5018";"32,75";"224";"2,17";"140";"1,36"
"SP";"ROSEIRA";"69876";"3544301";"1638";"19,13";"155";"2,24";"138";"1,99"
"SP";"RUBINÉIA";"69914";"3544509";"830";"25,41";"83";"3,41";"35";"1,43"
"SP";"RUBIÁCEA";"69892";"3544400";"409";"17,92";"55";"2,94";"38";"2,03"
"SP";"SABINO";"69930";"3544608";"1280";"27,77";"137";"4,12";"71";"2,13"
"SP";"SAGRES";"69957";"3544707";"474";"22,64";"51";"3,15";"25";"1,54"
"SP";"SALES";"69973";"3544806";"1212";"23,58";"107";"2,72";"58";"1,48"
"SP";"SALES OLIVEIRA";"69990";"3544905";"1547";"18,59";"212";"3,13";"128";"1,89"
"SP";"SALESÓPOLIS";"70017";"3545001";"3437";"22,31";"346";"2,89";"272";"2,27"
"SP";"SALMOURÃO";"70033";"3545100";"940";"23,25";"61";"1,97";"53";"1,70"
"SP";"SALTINHO";"61441";"3545159";"1202";"17,51";"90";"1,59";"103";"1,82"
"SP";"SALTO";"70050";"3545209";"20205";"20,83";"2674";"3,48";"1672";"2,18"
"SP";"SALTO DE PIRAPORA";"70076";"3545308";"6260";"20,39";"1069";"4,37";"801";"3,28"
"SP";"SALTO GRANDE";"70092";"3545407";"1179";"18,53";"185";"3,57";"132";"2,54"
"SP";"SANDOVALINA";"70114";"3545506";"872";"24,95";"43";"1,64";"24";"0,91"
"SP";"SANTA ADÉLIA";"70130";"3545605";"2963";"25,21";"318";"3,62";"196";"2,23"
"SP";"SANTA ALBERTINA";"70157";"3545704";"1135";"21,78";"115";"2,82";"83";"2,04"
"SP";"SANTA BRANCA";"70211";"3546009";"3019";"24,43";"287";"3,07";"192";"2,06"
"SP";"SANTA BÁRBARA D&apos;OESTE";"70173";"3545803";"29624";"20,25";"4149";"3,56";"2587";"2,21"
"SP";"SANTA CLARA D&apos;OESTE";"70238";"3546108";"576";"24,24";"42";"2,33";"24";"1,34"
"SP";"SANTA CRUZ DA CONCEIÇÃO";"70254";"3546207";"846";"20,76";"89";"2,76";"48";"1,48"
"SP";"SANTA CRUZ DA ESPERANÇA";"62189";"3546256";"547";"24,99";"53";"3,23";"25";"1,52"
"SP";"SANTA CRUZ DAS PALMEIRAS";"70270";"3546306";"4282";"20,18";"628";"3,71";"425";"2,51"
"SP";"SANTA CRUZ DO RIO PARDO";"70297";"3546405";"9119";"25,44";"657";"2,46";"587";"2,19"
"SP";"SANTA ERNESTINA";"70319";"3546504";"899";"17,93";"133";"3,23";"67";"1,63"
"SP";"SANTA FÉ DO SUL";"70335";"3546603";"6980";"25,82";"606";"3,02";"392";"1,96"
"SP";"SANTA GERTRUDES";"70351";"3546702";"3587";"19,03";"463";"3,03";"329";"2,16"
"SP";"SANTA ISABEL";"70378";"3546801";"9283";"21,51";"1312";"3,87";"800";"2,36"
"SP";"SANTA LÚCIA";"70394";"3546900";"1461";"21,44";"244";"4,56";"154";"2,88"
"SP";"SANTA MARIA DA SERRA";"70416";"3547007";"1002";"23,25";"102";"3,08";"81";"2,45"
"SP";"SANTA MERCEDES";"70432";"3547106";"768";"28,00";"46";"2,33";"29";"1,47"
"SP";"SANTA RITA D&apos;OESTE";"70491";"3547403";"579";"23,33";"42";"2,21";"33";"1,73"
"SP";"SANTA RITA DO PASSA QUATRO";"70513";"3547502";"4500";"22,51";"484";"3,12";"333";"2,15"
"SP";"SANTA ROSA DE VITERBO";"70530";"3547601";"5225";"26,39";"651";"4,47";"417";"2,86"
"SP";"SANTA SALETE";"62200";"3547650";"310";"18,05";"25";"1,78";"23";"1,63"
"SP";"SANTANA DA PONTE PENSA";"70459";"3547205";"373";"23,39";"39";"3,19";"21";"1,72"
"SP";"SANTANA DE PARNAÍBA";"70475";"3547304";"18702";"18,60";"2039";"2,49";"1539";"1,88"
"SP";"SANTO ANASTÁCIO";"70556";"3547700";"3308";"21,67";"366";"3,06";"235";"1,97"
"SP";"SANTO ANDRÉ";"70572";"3547809";"121592";"20,85";"18647";"4,04";"8128";"1,76"
"SP";"SANTO ANTÔNIO DA ALEGRIA";"70599";"3547908";"978";"18,23";"140";"3,19";"85";"1,94"
"SP";"SANTO ANTÔNIO DE POSSE";"70610";"3548005";"3674";"21,53";"363";"2,71";"331";"2,47"
"SP";"SANTO ANTÔNIO DO ARACANGUÁ";"61328";"3548054";"1349";"19,27";"79";"1,40";"60";"1,06"
"SP";"SANTO ANTÔNIO DO JARDIM";"70637";"3548104";"1328";"24,41";"119";"2,89";"103";"2,51"
"SP";"SANTO ANTÔNIO DO PINHAL";"70653";"3548203";"1433";"22,46";"159";"3,21";"142";"2,87"
"SP";"SANTO EXPEDITO";"70670";"3548302";"611";"22,13";"62";"2,88";"26";"1,21"
"SP";"SANTOS";"70718";"3548500";"80224";"22,68";"7446";"2,72";"4014";"1,47"
"SP";"SANTÓPOLIS DO AGUAPEÍ";"70696";"3548401";"697";"21,51";"87";"3,42";"49";"1,93"
"SP";"SARAPUÍ";"71234";"3551108";"1588";"20,89";"255";"4,24";"156";"2,59"
"SP";"SARUTAIÁ";"71250";"3551207";"712";"22,47";"72";"2,93";"32";"1,30"
"SP";"SEBASTIANÓPOLIS DO SUL";"71277";"3551306";"639";"21,17";"74";"3,11";"61";"2,56"
"SP";"SERRA AZUL";"71293";"3551405";"1960";"24,66";"176";"2,94";"99";"1,65"
"SP";"SERRA NEGRA";"71331";"3551603";"5817";"24,90";"540";"3,08";"323";"1,84"
"SP";"SERRANA";"71315";"3551504";"7888";"22,70";"828";"3,08";"548";"2,04"
"SP";"SERTÃOZINHO";"71358";"3551702";"21480";"22,16";"2889";"3,83";"1728";"2,29"
"SP";"SETE BARRAS";"71374";"3551801";"3494";"30,97";"225";"2,89";"122";"1,57"
"SP";"SEVERÍNIA";"71390";"3551900";"2660";"21,67";"242";"2,52";"260";"2,70"
"SP";"SILVEIRAS";"71412";"3552007";"1185";"21,92";"128";"3,03";"104";"2,47"
"SP";"SOCORRO";"71439";"3552106";"7305";"23,32";"907";"3,78";"415";"1,72"
"SP";"SOROCABA";"71455";"3552205";"93037";"18,06";"17170";"4,07";"9079";"2,15"
"SP";"SUD MENNUCCI";"71471";"3552304";"1480";"23,47";"140";"2,90";"84";"1,74"
"SP";"SUMARÉ";"71498";"3552403";"42505";"21,39";"4795";"3,07";"3140";"2,01"
"SP";"SUZANO";"71510";"3552502";"45223";"19,77";"7198";"3,92";"5036";"2,74"
"SP";"SUZANÁPOLIS";"61301";"3552551";"635";"21,55";"75";"3,25";"42";"1,81"
"SP";"SÃO BENTO DO SAPUCAÍ";"70734";"3548609";"2219";"23,28";"268";"3,66";"191";"2,62"
"SP";"SÃO BERNARDO DO CAMPO";"70750";"3548708";"122826";"19,20";"19420";"3,76";"8833";"1,70"
"SP";"SÃO CAETANO DO SUL";"70777";"3548807";"27034";"18,47";"3250";"2,72";"1577";"1,33"
"SP";"SÃO CARLOS";"70793";"3548906";"43571";"22,33";"6697";"4,42";"3496";"2,31"
"SP";"SÃO FRANCISCO";"70815";"3549003";"620";"24,54";"45";"2,36";"46";"2,41"
"SP";"SÃO JOAQUIM DA BARRA";"70890";"3549409";"9171";"24,12";"806";"2,79";"690";"2,39"
"SP";"SÃO JOSÉ DA BELA VISTA";"70912";"3549508";"1901";"27,35";"145";"2,87";"129";"2,56"
"SP";"SÃO JOSÉ DO BARREIRO";"70939";"3549607";"849";"22,36";"75";"2,54";"31";"1,06"
"SP";"SÃO JOSÉ DO RIO PARDO";"70955";"3549706";"11189";"26,25";"1008";"3,21";"840";"2,67"
"SP";"SÃO JOSÉ DO RIO PRETO";"70971";"3549805";"77045";"22,27";"7778";"2,89";"4376";"1,63"
"SP";"SÃO JOSÉ DOS CAMPOS";"70998";"3549904";"111533";"19,96";"11572";"2,59";"7745";"1,73"
"SP";"SÃO JOÃO DA BOA VISTA";"70831";"3549102";"16572";"23,21";"1923";"3,51";"1254";"2,29"
"SP";"SÃO JOÃO DAS DUAS PONTES";"70858";"3549201";"491";"21,60";"48";"2,69";"30";"1,69"
"SP";"SÃO JOÃO DE IRACEMA";"61883";"3549250";"367";"21,34";"36";"2,66";"17";"1,26"
"SP";"SÃO JOÃO DO PAU D&apos;ALHO";"70874";"3549300";"402";"19,89";"34";"2,10";"17";"1,05"
"SP";"SÃO LOURENÇO DA SERRA";"61905";"3549953";"3078";"24,71";"338";"3,60";"234";"2,50"
"SP";"SÃO LUÍS DO PARAITINGA";"71013";"3550001";"1976";"19,82";"246";"3,08";"190";"2,37"
"SP";"SÃO MANUEL";"71030";"3550100";"7048";"22,67";"949";"3,95";"731";"3,04"
"SP";"SÃO MIGUEL ARCANJO";"71056";"3550209";"6088";"23,73";"723";"3,70";"467";"2,38"
"SP";"SÃO PAULO";"71072";"3550308";"1981174";"21,26";"294142";"4,01";"152752";"2,08"
"SP";"SÃO PEDRO";"71099";"3550407";"6544";"24,06";"562";"2,72";"401";"1,94"
"SP";"SÃO PEDRO DO TURVO";"71110";"3550506";"1271";"22,16";"105";"2,35";"91";"2,04"
"SP";"SÃO ROQUE";"71137";"3550605";"15353";"24,18";"1660";"3,45";"1357";"2,82"
"SP";"SÃO SEBASTIÃO";"71153";"3550704";"15089";"22,74";"1326";"2,59";"865";"1,68"
"SP";"SÃO SEBASTIÃO DA GRAMA";"71170";"3550803";"1837";"21,53";"255";"3,81";"144";"2,15"
"SP";"SÃO SIMÃO";"71196";"3550902";"2960";"24,49";"308";"3,37";"194";"2,13"
"SP";"SÃO VICENTE";"71218";"3551009";"57843";"22,32";"6070";"3,02";"3921";"1,94"
"SP";"TABAPUÃ";"71536";"3552601";"1960";"21,15";"296";"4,05";"178";"2,44"
"SP";"TABATINGA";"71552";"3552700";"2785";"23,98";"289";"3,27";"256";"2,90"
"SP";"TABOÃO DA SERRA";"71579";"3552809";"45185";"20,19";"6309";"3,53";"3685";"2,06"
"SP";"TACIBA";"71595";"3552908";"790";"15,99";"67";"1,61";"41";"0,99"
"SP";"TAGUAÍ";"71617";"3553005";"1939";"21,01";"179";"2,46";"130";"1,78"
"SP";"TAIAÇU";"71633";"3553104";"1145";"23,76";"116";"3,16";"76";"2,07"
"SP";"TAIÚVA";"71650";"3553203";"1161";"24,43";"83";"2,31";"68";"1,89"
"SP";"TAMBAÚ";"71676";"3553302";"3272";"20,55";"399";"3,15";"287";"2,27"
"SP";"TANABI";"71692";"3553401";"4679";"22,68";"389";"2,44";"218";"1,37"
"SP";"TAPIRATIBA";"71730";"3553609";"2525";"24,12";"276";"3,47";"181";"2,28"
"SP";"TAPIRAÍ";"71714";"3553500";"1938";"29,64";"130";"2,83";"109";"2,37"
"SP";"TAQUARAL";"62260";"3553658";"495";"21,54";"42";"2,33";"42";"2,33"
"SP";"TAQUARITINGA";"71757";"3553708";"10636";"26,11";"847";"2,81";"799";"2,66"
"SP";"TAQUARITUBA";"71773";"3553807";"3302";"19,02";"355";"2,52";"486";"3,46"
"SP";"TAQUARIVAÍ";"61840";"3553856";"1136";"22,58";"109";"2,80";"95";"2,44"
"SP";"TARABAI";"71790";"3553906";"1359";"24,26";"138";"3,25";"53";"1,25"
"SP";"TARUMÃ";"61042";"3553955";"2376";"20,30";"200";"2,14";"164";"1,76"
"SP";"TATUÍ";"71811";"3554003";"23437";"25,34";"3235";"4,68";"1990";"2,89"
"SP";"TAUBATÉ";"71838";"3554102";"52916";"22,13";"5825";"3,13";"4061";"2,18"
"SP";"TEJUPÁ";"71854";"3554201";"932";"24,89";"72";"2,56";"37";"1,31"
"SP";"TEODORO SAMPAIO";"71870";"3554300";"5081";"27,74";"269";"2,03";"176";"1,33"
"SP";"TERRA ROXA";"71897";"3554409";"1001";"16,55";"158";"3,13";"110";"2,18"
"SP";"TIETÊ";"71919";"3554508";"7088";"23,07";"782";"3,31";"451";"1,91"
"SP";"TIMBURI";"71935";"3554607";"559";"23,19";"83";"4,48";"28";"1,51"
"SP";"TORRE DE PEDRA";"62049";"3554656";"654";"25,29";"64";"3,31";"34";"1,76"
"SP";"TORRINHA";"71951";"3554706";"1668";"22,64";"163";"2,86";"146";"2,56"
"SP";"TRABIJU";"62448";"3554755";"306";"19,31";"45";"3,52";"27";"2,11"
"SP";"TREMEMBÉ";"71978";"3554805";"6612";"21,81";"674";"2,84";"503";"2,12"
"SP";"TRÊS FRONTEIRAS";"71994";"3554904";"1339";"26,04";"107";"2,81";"75";"1,98"
"SP";"TUIUTI";"61620";"3554953";"1281";"23,27";"160";"3,79";"119";"2,81"
"SP";"TUPI PAULISTA";"72036";"3555109";"2730";"23,85";"227";"2,60";"123";"1,41"
"SP";"TUPÃ";"72010";"3555000";"13046";"25,85";"988";"2,64";"683";"1,82"
"SP";"TURIÚBA";"72052";"3555208";"397";"23,56";"30";"2,33";"16";"1,24"
"SP";"TURMALINA";"72079";"3555307";"440";"23,55";"50";"3,50";"17";"1,19"
"SP";"UBARANA";"61468";"3555356";"1136";"24,50";"85";"2,43";"77";"2,20"
"SP";"UBATUBA";"72095";"3555406";"19766";"26,05";"1573";"2,80";"1105";"1,97"
"SP";"UBIRAJARA";"72117";"3555505";"1018";"24,30";"68";"2,14";"57";"1,80"
"SP";"UCHOA";"72133";"3555604";"1679";"20,78";"243";"3,80";"139";"2,17"
"SP";"UNIÃO PAULISTA";"72150";"3555703";"382";"23,67";"23";"1,87";"17";"1,38"
"SP";"URU";"72192";"3555901";"320";"21,21";"30";"2,52";"16";"1,35"
"SP";"URUPÊS";"72214";"3556008";"2794";"25,02";"249";"2,97";"184";"2,20"
"SP";"URÂNIA";"72176";"3555802";"1400";"20,32";"189";"3,44";"147";"2,68"
"SP";"VALENTIM GENTIL";"72230";"3556107";"2210";"21,62";"239";"2,98";"189";"2,36"
"SP";"VALINHOS";"72257";"3556206";"20924";"21,74";"2309";"3,07";"1478";"1,96"
"SP";"VALPARAÍSO";"72273";"3556305";"4471";"26,53";"249";"2,01";"218";"1,76"
"SP";"VARGEM";"61549";"3556354";"1961";"28,29";"227";"4,57";"140";"2,81"
"SP";"VARGEM GRANDE DO SUL";"72311";"3556404";"7700";"24,01";"770";"3,16";"834";"3,42"
"SP";"VARGEM GRANDE PAULISTA";"72737";"3556453";"8049";"19,73";"1014";"3,10";"747";"2,28"
"SP";"VERA CRUZ";"72354";"3556602";"1396";"17,96";"254";"3,98";"115";"1,81"
"SP";"VINHEDO";"72370";"3556701";"12385";"19,68";"1360";"2,69";"922";"1,82"
"SP";"VIRADOURO";"72397";"3556800";"2179";"16,88";"267";"2,49";"273";"2,54"
"SP";"VISTA ALEGRE DO ALTO";"72419";"3556909";"1377";"22,44";"130";"2,73";"87";"1,83"
"SP";"VITÓRIA BRASIL";"62227";"3556958";"293";"18,01";"40";"3,00";"21";"1,57"
"SP";"VOTORANTIM";"72435";"3557006";"17579";"19,36";"2630";"3,59";"1807";"2,47"
"SP";"VOTUPORANGA";"72451";"3557105";"17167";"23,66";"1858";"3,35";"1097";"1,98"
"SP";"VÁRZEA PAULISTA";"72338";"3556503";"15441";"18,50";"2768";"4,07";"1590";"2,34"
"SP";"ZACARIAS";"61921";"3557154";"556";"22,61";"73";"3,84";"16";"0,84"
"SP";"ÁGUAS DA PRATA";"61077";"3500402";"1480";"23,41";"128";"2,64";"91";"1,88"
"SP";"ÁGUAS DE LINDÓIA";"61093";"3500501";"3314";"22,24";"437";"3,77";"234";"2,02"
"SP";"ÁGUAS DE SANTA BÁRBARA";"70190";"3500550";"1458";"27,22";"119";"3,05";"85";"2,18"
"SP";"ÁGUAS DE SÃO PEDRO";"61115";"3500600";"838";"21,10";"59";"1,88";"33";"1,06"
"SP";"ÁLVARES FLORENCE";"61239";"3501202";"925";"24,34";"90";"3,13";"48";"1,67"
"SP";"ÁLVARES MACHADO";"61255";"3501301";"4457";"23,18";"394";"2,67";"306";"2,07"
"SP";"ÁLVARO DE CARVALHO";"61271";"3501400";"746";"24,80";"117";"5,17";"54";"2,39"
"SP";"ÓLEO";"67776";"3533809";"614";"24,16";"57";"2,96";"48";"2,49"
