"uf";"nome_municipio";"cod_tse";"cod_ibge";"abstencoes";"p_abstencoes";"nulos";"p_nulos";"brancos";"p_brancos"
"SP";"BURITAMA";"62634";"3508108";"3576";"26,17";"301";"2,98";"199";"1,98"
"SP";"BURITIZAL";"62650";"3508207";"815";"21,34";"74";"2,46";"46";"1,53"
"SP";"BÁLSAMO";"61956";"3504800";"1480";"19,79";"174";"2,90";"132";"2,20"
"SP";"CABREÚVA";"62693";"3508405";"7420";"20,95";"947";"3,38";"679";"2,43"
"SP";"CABRÁLIA PAULISTA";"62677";"3508306";"736";"21,70";"63";"2,37";"53";"2,00"
"SP";"CACHOEIRA PAULISTA";"62731";"3508603";"6149";"24,13";"440";"2,28";"363";"1,87"
"SP";"CACONDE";"62758";"3508702";"3938";"27,02";"331";"3,11";"245";"2,31"
"SP";"CAFELÂNDIA";"62774";"3508801";"3397";"25,71";"235";"2,39";"239";"2,44"
"SP";"CAIABU";"62790";"3508900";"557";"16,80";"51";"1,85";"33";"1,20"
"SP";"CAIEIRAS";"62812";"3509007";"13900";"19,62";"2055";"3,61";"1193";"2,09"
"SP";"CAIUÁ";"62839";"3509106";"995";"25,26";"70";"2,38";"26";"0,88"
"SP";"CAJAMAR";"62855";"3509205";"13722";"20,19";"1776";"3,27";"1209";"2,23"
"SP";"CAJATI";"61484";"3509254";"6916";"28,67";"424";"2,46";"320";"1,86"
"SP";"CAJOBI";"62871";"3509304";"1804";"23,00";"167";"2,77";"112";"1,85"
"SP";"CAJURU";"62898";"3509403";"4854";"25,14";"509";"3,52";"321";"2,22"
"SP";"CAMPINA DO MONTE ALEGRE";"61506";"3509452";"1074";"21,70";"144";"3,72";"69";"1,78"
"SP";"CAMPINAS";"62910";"3509502";"193108";"21,91";"22383";"3,25";"12347";"1,80"
"SP";"CAMPO LIMPO PAULISTA";"62936";"3509601";"13212";"21,48";"1884";"3,90";"1080";"2,24"
"SP";"CAMPOS DO JORDÃO";"62952";"3509700";"10382";"26,06";"1020";"3,46";"865";"2,94"
"SP";"CAMPOS NOVOS PAULISTA";"62979";"3509809";"900";"23,72";"43";"1,49";"50";"1,72"
"SP";"CANANÉIA";"62995";"3509908";"2224";"22,41";"207";"2,69";"135";"1,75"
"SP";"CANAS";"62103";"3509957";"845";"21,47";"94";"3,04";"42";"1,36"
"SP";"CANITAR";"61344";"3510153";"712";"18,22";"104";"3,26";"83";"2,59"
"SP";"CAPELA DO ALTO";"63070";"3510302";"3313";"22,24";"322";"2,78";"364";"3,14"
"SP";"CAPIVARI";"63096";"3510401";"8491";"21,64";"1035";"3,37";"661";"2,15"
"SP";"CAPÃO BONITO";"63053";"3510203";"8975";"24,60";"772";"2,81";"827";"3,00"
"SP";"CARAGUATATUBA";"63118";"3510500";"24670";"23,39";"2553";"3,16";"1682";"2,08"
"SP";"CARAPICUÍBA";"63134";"3510609";"65200";"21,70";"8264";"3,51";"5642";"2,40"
"SP";"CARDOSO";"63150";"3510708";"3097";"30,31";"224";"3,15";"108";"1,51"
"SP";"CASA BRANCA";"63177";"3510807";"5553";"26,65";"465";"3,04";"407";"2,67"
"SP";"CASTILHO";"63215";"3511003";"3753";"23,86";"279";"2,33";"192";"1,60"
"SP";"CATANDUVA";"63231";"3511102";"18613";"21,16";"2461";"3,55";"1368";"1,97"
"SP";"CATIGUÁ";"63258";"3511201";"1093";"18,77";"255";"5,39";"95";"2,01"
"SP";"CAÇAPAVA";"62715";"3508504";"16017";"21,41";"1968";"3,35";"1331";"2,26"
"SP";"CEDRAL";"63274";"3511300";"1583";"20,57";"171";"2,80";"109";"1,78"
"SP";"CERQUEIRA CÉSAR";"63290";"3511409";"4483";"27,96";"351";"3,04";"318";"2,75"
"SP";"CERQUILHO";"63312";"3511508";"8218";"22,35";"1123";"3,93";"723";"2,53"
"SP";"CESÁRIO LANGE";"63339";"3511607";"3388";"24,26";"605";"5,72";"415";"3,93"
"SP";"CHARQUEADA";"63355";"3511706";"2885";"21,70";"297";"2,85";"216";"2,08"
"SP";"CHAVANTES";"63371";"3557204";"1454";"16,58";"223";"3,05";"153";"2,09"
"SP";"CLEMENTINA";"63398";"3511904";"1170";"21,19";"127";"2,92";"59";"1,35"
"SP";"COLINA";"63410";"3512001";"3837";"25,57";"332";"2,97";"215";"1,93"
"SP";"COLÔMBIA";"63436";"3512100";"1552";"26,62";"117";"2,73";"40";"0,94"
"SP";"CONCHAL";"63452";"3512209";"4354";"19,74";"470";"2,65";"485";"2,74"
"SP";"CONCHAS";"63479";"3512308";"3976";"28,90";"255";"2,61";"219";"2,24"
"SP";"CORDEIRÓPOLIS";"63495";"3512407";"4081";"20,58";"478";"3,03";"309";"1,97"
"SP";"COROADOS";"63517";"3512506";"844";"20,19";"71";"2,13";"49";"1,47"
"SP";"CORONEL MACEDO";"63533";"3512605";"690";"18,01";"83";"2,64";"61";"1,94"
"SP";"CORUMBATAÍ";"63550";"3512704";"758";"21,56";"119";"4,31";"52";"1,89"
"SP";"COSMORAMA";"63592";"3512902";"1544";"21,66";"104";"1,86";"75";"1,35"
"SP";"COSMÓPOLIS";"63576";"3512803";"10581";"22,79";"1378";"3,84";"789";"2,21"
"SP";"COTIA";"63614";"3513009";"35633";"19,25";"4454";"2,98";"3285";"2,20"
"SP";"CRAVINHOS";"63630";"3513108";"6633";"24,28";"834";"4,03";"523";"2,53"
"SP";"CRISTAIS PAULISTA";"63657";"3513207";"1678";"22,51";"177";"3,06";"103";"1,79"
"SP";"CRUZEIRO";"63690";"3513405";"13767";"22,87";"1780";"3,83";"983";"2,12"
"SP";"CRUZÁLIA";"63673";"3513306";"353";"17,54";"35";"2,11";"28";"1,69"
"SP";"CUBATÃO";"63711";"3513504";"19866";"21,08";"2070";"2,78";"1216";"1,64"
"SP";"CUNHA";"63738";"3513603";"3367";"19,33";"425";"3,02";"357";"2,54"
"SP";"CÁSSIA DOS COQUEIROS";"63193";"3510906";"769";"27,34";"93";"4,55";"41";"2,01"
"SP";"CÂNDIDO MOTA";"63010";"3510005";"6050";"24,50";"551";"2,95";"437";"2,35"
"SP";"CÂNDIDO RODRIGUES";"63037";"3510104";"568";"22,08";"51";"2,54";"56";"2,80"
"SP";"DESCALVADO";"63754";"3513702";"5791";"22,98";"879";"4,53";"622";"3,20"
"SP";"DIADEMA";"63770";"3513801";"67053";"19,76";"10226";"3,76";"5467";"2,00"
"SP";"DIRCE REIS";"61123";"3513850";"329";"20,23";"34";"2,62";"14";"1,08"
"SP";"DIVINOLÂNDIA";"63797";"3513900";"1770";"18,59";"366";"4,72";"225";"2,90"
"SP";"DOBRADA";"63819";"3514007";"1365";"20,88";"175";"3,38";"115";"2,23"
"SP";"DOIS CÓRREGOS";"63835";"3514106";"5507";"27,60";"406";"2,81";"392";"2,71"
"SP";"DOLCINÓPOLIS";"63851";"3514205";"444";"20,35";"38";"2,19";"32";"1,84"
"SP";"DOURADO";"63878";"3514304";"1751";"23,94";"271";"4,87";"182";"3,27"
"SP";"DRACENA";"63894";"3514403";"8742";"24,77";"559";"2,11";"420";"1,58"
"SP";"DUARTINA";"63916";"3514502";"2600";"24,75";"257";"3,25";"159";"2,01"
"SP";"DUMONT";"63932";"3514601";"1393";"19,50";"178";"3,10";"130";"2,26"
"SP";"ECHAPORÃ";"63959";"3514700";"1267";"23,96";"99";"2,46";"63";"1,57"
"SP";"ELDORADO";"63975";"3514809";"3559";"30,21";"183";"2,23";"137";"1,66"
"SP";"ELIAS FAUSTO";"63991";"3514908";"2990";"21,23";"458";"4,13";"280";"2,52"
"SP";"ELISIÁRIO";"61760";"3514924";"506";"18,56";"63";"2,84";"41";"1,84"
"SP";"EMBAÚBA";"61182";"3514957";"469";"19,75";"53";"2,78";"47";"2,47"
"SP";"EMBU DAS ARTES";"64017";"3515004";"34923";"17,49";"6167";"3,74";"4059";"2,47"
"SP";"EMBU-GUAÇU";"64033";"3515103";"14329";"25,43";"1673";"3,98";"1042";"2,48"
"SP";"EMILIANÓPOLIS";"61387";"3515129";"581";"21,32";"26";"1,21";"29";"1,36"
"SP";"ENGENHEIRO COELHO";"61689";"3515152";"3392";"22,72";"312";"2,70";"181";"1,57"
"SP";"ESPÍRITO SANTO DO PINHAL";"68659";"3515186";"8812";"26,11";"875";"3,51";"612";"2,45"
"SP";"ESPÍRITO SANTO DO TURVO";"61140";"3515194";"883";"25,01";"71";"2,68";"47";"1,78"
"SP";"ESTIVA GERBI";"61662";"3557303";"1827";"19,36";"269";"3,54";"118";"1,55"
"SP";"ESTRELA D&apos;OESTE";"64050";"3515202";"1762";"24,12";"165";"2,98";"146";"2,63"
"SP";"ESTRELA DO NORTE";"64076";"3515301";"553";"21,58";"37";"1,84";"27";"1,34"
"SP";"EUCLIDES DA CUNHA PAULISTA";"61000";"3515350";"2310";"32,47";"128";"2,66";"51";"1,07"
"SP";"FARTURA";"64092";"3515400";"3265";"24,66";"272";"2,73";"196";"1,96"
"SP";"FERNANDO PRESTES";"64130";"3515608";"1115";"21,90";"111";"2,79";"112";"2,82"
"SP";"FERNANDÓPOLIS";"64114";"3515509";"14272";"26,32";"1011";"2,53";"822";"2,06"
"SP";"FERNÃO";"62286";"3515657";"384";"24,21";"36";"3,00";"28";"2,32"
"SP";"FERRAZ DE VASCONCELOS";"64157";"3515707";"26879";"20,10";"4229";"3,96";"2590";"2,42"
"SP";"FLORA RICA";"64173";"3515806";"437";"27,62";"17";"1,48";"13";"1,14"
"SP";"FLOREAL";"64190";"3515905";"519";"19,53";"63";"2,95";"39";"1,82"
"SP";"FLORÍNEA";"64238";"3516101";"574";"21,23";"51";"2,39";"28";"1,32"
"SP";"FLÓRIDA PAULISTA";"64211";"3516002";"1904";"23,61";"149";"2,42";"125";"2,03"
"SP";"FRANCA";"64254";"3516200";"52885";"21,36";"5851";"3,00";"4046";"2,08"
"SP";"FRANCISCO MORATO";"64270";"3516309";"29609";"22,56";"3694";"3,63";"2544";"2,51"
"SP";"FRANCO DA ROCHA";"64297";"3516408";"22411";"21,32";"3623";"4,38";"2062";"2,49"
"SP";"GABRIEL MONTEIRO";"64319";"3516507";"457";"17,91";"71";"3,39";"37";"1,77"
"SP";"GARÇA";"64351";"3516705";"8996";"25,36";"905";"3,42";"816";"3,08"
"SP";"GASTÃO VIDIGAL";"64378";"3516804";"537";"18,76";"46";"1,98";"34";"1,46"
"SP";"GAVIÃO PEIXOTO";"62308";"3516853";"876";"21,24";"89";"2,74";"81";"2,49"
"SP";"GENERAL SALGADO";"64394";"3516903";"1948";"23,28";"149";"2,32";"89";"1,39"
"SP";"GETULINA";"64416";"3517000";"2536";"31,42";"156";"2,82";"105";"1,90"
"SP";"GLICÉRIO";"64432";"3517109";"885";"22,87";"63";"2,11";"48";"1,61"
"SP";"GUAIMBÊ";"64475";"3517307";"1151";"24,38";"134";"3,75";"71";"1,99"
"SP";"GUAIÇARA";"64459";"3517208";"2269";"26,12";"197";"3,07";"166";"2,59"
"SP";"GUAPIARA";"64530";"3517604";"4115";"27,33";"331";"3,02";"259";"2,37"
"SP";"GUAPIAÇU";"64513";"3517505";"3409";"21,92";"384";"3,16";"269";"2,22"
"SP";"GUARACI";"64599";"3517901";"2116";"24,75";"171";"2,66";"101";"1,57"
"SP";"GUARANI D&apos;OESTE";"64610";"3518008";"285";"17,47";"32";"2,38";"17";"1,26"
"SP";"GUARANTÃ";"64637";"3518107";"1279";"24,71";"87";"2,23";"108";"2,77"
"SP";"GUARARAPES";"64653";"3518206";"4648";"19,88";"509";"2,72";"326";"1,74"
"SP";"GUARAREMA";"64670";"3518305";"5445";"21,23";"605";"3,00";"459";"2,27"
"SP";"GUARATINGUETÁ";"64696";"3518404";"20351";"21,31";"1587";"2,11";"1473";"1,96"
"SP";"GUARAÇAÍ";"64572";"3517802";"1596";"24,01";"130";"2,57";"97";"1,93"
"SP";"GUAREÍ";"64718";"3518503";"1979";"20,76";"329";"4,36";"355";"4,69"
"SP";"GUARIBA";"64734";"3518602";"6637";"22,46";"623";"2,72";"497";"2,17"
"SP";"GUARUJÁ";"64750";"3518701";"47746";"20,22";"5992";"3,18";"3968";"2,11"
"SP";"GUARULHOS";"64777";"3518800";"148556";"16,00";"34699";"4,45";"16848";"2,16"
"SP";"GUARÁ";"64556";"3517703";"2605";"18,46";"324";"2,82";"227";"1,97"
"SP";"GUATAPARÁ";"61107";"3518859";"1399";"23,71";"133";"2,95";"86";"1,91"
"SP";"GUAÍRA";"64491";"3517406";"9749";"31,55";"558";"2,64";"539";"2,55"
"SP";"GUZOLÂNDIA";"64793";"3518909";"773";"21,79";"83";"2,99";"51";"1,84"
"SP";"GÁLIA";"64335";"3516606";"1345";"25,57";"140";"3,58";"78";"1,99"
"SP";"HERCULÂNDIA";"64815";"3519006";"1716";"23,76";"191";"3,47";"76";"1,38"
"SP";"HOLAMBRA";"61743";"3519055";"2115";"17,23";"290";"2,86";"216";"2,12"
"SP";"HORTOLÂNDIA";"61727";"3519071";"32696";"19,74";"4079";"3,07";"2620";"1,97"
"SP";"IACANGA";"64831";"3519105";"1861";"21,66";"147";"2,18";"143";"2,13"
"SP";"IACRI";"64858";"3519204";"1186";"23,12";"106";"2,69";"80";"2,03"
"SP";"IARAS";"61085";"3519253";"1433";"31,34";"68";"2,17";"64";"2,03"
"SP";"IBATÉ";"64874";"3519303";"6028";"22,93";"815";"4,02";"613";"3,03"
"SP";"IBIRAREMA";"64912";"3519501";"1134";"21,64";"102";"2,48";"122";"2,97"
"SP";"IBIRÁ";"64890";"3519402";"2101";"22,51";"212";"2,93";"154";"2,13"
"SP";"IBITINGA";"64939";"3519600";"10468";"23,69";"1030";"3,06";"809";"2,39"
"SP";"IBIÚNA";"64955";"3519709";"15581";"24,59";"1853";"3,88";"1342";"2,81"
"SP";"ICÉM";"64971";"3519808";"1482";"23,44";"104";"2,15";"46";"0,95"
"SP";"IEPÊ";"64998";"3519907";"1378";"21,74";"92";"1,85";"58";"1,17"
"SP";"IGARAPAVA";"65030";"3520103";"6133";"28,64";"325";"2,13";"293";"1,91"
"SP";"IGARATÁ";"65056";"3520202";"2095";"23,03";"202";"2,89";"105";"1,50"
"SP";"IGARAÇU DO TIETÊ";"65013";"3520004";"3976";"21,22";"717";"4,86";"579";"3,92"
"SP";"IGUAPE";"65072";"3520301";"6962";"29,41";"495";"2,96";"310";"1,86"
"SP";"ILHA COMPRIDA";"62006";"3520426";"4108";"32,13";"275";"3,17";"114";"1,31"
"SP";"ILHA SOLTEIRA";"61204";"3520442";"6396";"29,60";"550";"3,62";"231";"1,51"
"SP";"ILHABELA";"65099";"3520400";"6851";"23,34";"568";"2,52";"372";"1,66"
"SP";"INDAIATUBA";"65110";"3520509";"38109";"20,15";"5268";"3,49";"3154";"2,09"
"SP";"INDIANA";"65137";"3520608";"634";"16,10";"67";"2,03";"59";"1,78"
"SP";"INDIAPORÃ";"65153";"3520707";"515";"17,23";"51";"2,06";"29";"1,17"
"SP";"INÚBIA PAULISTA";"65170";"3520806";"528";"17,42";"72";"2,88";"45";"1,79"
"SP";"IPAUSSU";"65196";"3520905";"2419";"22,51";"250";"3,00";"227";"2,73"
"SP";"IPERÓ";"65218";"3521002";"4860";"22,70";"718";"4,34";"392";"2,37"
"SP";"IPEÚNA";"65234";"3521101";"1255";"22,23";"135";"3,07";"61";"1,39"
"SP";"IPIGUÁ";"62243";"3521150";"952";"21,75";"71";"2,07";"60";"1,75"
"SP";"IPORANGA";"65250";"3521200";"1009";"29,35";"68";"2,80";"47";"1,93"
"SP";"IPUÃ";"65277";"3521309";"2422";"21,08";"190";"2,10";"147";"1,62"
"SP";"IRACEMÁPOLIS";"65293";"3521408";"3193";"17,69";"386";"2,60";"239";"1,61"
"SP";"IRAPURU";"65331";"3521606";"1297";"25,80";"98";"2,63";"92";"2,46"
"SP";"IRAPUÃ";"65315";"3521507";"1509";"26,52";"107";"2,56";"95";"2,27"
"SP";"ITABERÁ";"65358";"3521705";"3175";"22,18";"263";"2,36";"284";"2,55"
"SP";"ITAJOBI";"65390";"3521903";"2827";"22,25";"270";"2,73";"198";"2,01"
"SP";"ITAJU";"65412";"3522000";"810";"25,52";"56";"2,37";"50";"2,11"
"SP";"ITANHAÉM";"65439";"3522109";"23762";"28,04";"2068";"3,39";"1253";"2,06"
"SP";"ITAOCA";"61603";"3522158";"874";"28,29";"53";"2,39";"44";"1,99"
"SP";"ITAPECERICA DA SERRA";"65455";"3522208";"25855";"20,88";"3253";"3,32";"2383";"2,43"
"SP";"ITAPETININGA";"65471";"3522307";"26550";"22,51";"2952";"3,23";"2651";"2,90"
"SP";"ITAPEVA";"65498";"3522406";"17354";"24,12";"1498";"2,74";"1536";"2,82"
"SP";"ITAPEVI";"65510";"3522505";"33464";"20,40";"4460";"3,42";"3420";"2,61"
"SP";"ITAPIRA";"65536";"3522604";"13084";"22,79";"2126";"4,80";"1424";"3,21"
"SP";"ITAPIRAPUÃ PAULISTA";"61948";"3522653";"734";"22,06";"73";"2,81";"78";"3,01"
"SP";"ITAPORANGA";"65579";"3522802";"3110";"26,76";"209";"2,46";"176";"2,06"
"SP";"ITAPURA";"65617";"3523008";"1150";"30,44";"73";"2,78";"48";"1,82"
"SP";"ITAPUÍ";"65595";"3522901";"2316";"22,74";"211";"2,68";"189";"2,40"
"SP";"ITAQUAQUECETUBA";"65633";"3523107";"51931";"20,65";"8271";"4,15";"5634";"2,82"
"SP";"ITARARÉ";"65650";"3523206";"10053";"27,57";"675";"2,56";"726";"2,74"
"SP";"ITARIRI";"65676";"3523305";"2794";"28,62";"192";"2,75";"112";"1,61"
"SP";"ITATIBA";"65692";"3523404";"17641";"20,61";"2039";"3,00";"1541";"2,27"
"SP";"ITATINGA";"65714";"3523503";"2906";"20,94";"444";"4,05";"331";"3,02"
"SP";"ITAÍ";"65374";"3521804";"4155";"23,73";"392";"2,94";"349";"2,61"
"SP";"ITIRAPINA";"65730";"3523602";"2256";"22,21";"240";"3,04";"187";"2,36"
"SP";"ITIRAPUÃ";"65757";"3523701";"1258";"24,72";"96";"2,51";"75";"1,95"
"SP";"ITOBI";"65773";"3523800";"1373";"21,82";"130";"2,64";"142";"2,89"
"SP";"ITU";"65790";"3523909";"27927";"21,96";"3530";"3,56";"2048";"2,06"
"SP";"ITUPEVA";"65811";"3524006";"9297";"20,61";"1202";"3,36";"745";"2,08"
"SP";"ITUVERAVA";"65838";"3524105";"8226";"27,45";"540";"2,48";"415";"1,91"
"SP";"ITÁPOLIS";"65552";"3522703";"8198";"26,15";"662";"2,86";"585";"2,53"
"SP";"JABORANDI";"65854";"3524204";"1022";"19,57";"127";"3,02";"97";"2,31"
"SP";"JABOTICABAL";"65870";"3524303";"14373";"26,12";"973";"2,39";"825";"2,03"
"SP";"JACAREÍ";"65897";"3524402";"37942";"21,44";"4244";"3,05";"2696";"1,94"
"SP";"JACI";"65919";"3524501";"1271";"22,05";"115";"2,56";"79";"1,76"
"SP";"JACUPIRANGA";"65935";"3524600";"3980";"29,35";"208";"2,17";"156";"1,63"
"SP";"JAGUARIÚNA";"65951";"3524709";"9740";"21,68";"995";"2,83";"746";"2,12"
"SP";"JALES";"65978";"3524808";"9000";"23,42";"1020";"3,47";"667";"2,26"
"SP";"JAMBEIRO";"65994";"3524907";"1010";"20,36";"96";"2,43";"71";"1,80"
"SP";"JANDIRA";"66010";"3525003";"16641";"20,53";"2087";"3,24";"1552";"2,41"
"SP";"JARDINÓPOLIS";"66036";"3525102";"8070";"26,43";"758";"3,37";"610";"2,72"
"SP";"JARINU";"66052";"3525201";"6521";"24,71";"666";"3,35";"393";"1,98"
"SP";"JAÚ";"66079";"3525300";"22620";"21,54";"2548";"3,09";"2070";"2,52"
"SP";"JERIQUARA";"66095";"3525409";"554";"18,22";"53";"2,13";"30";"1,21"
