"uf";"nome_municipio";"cod_tse";"cod_ibge";"numero_candidato";"votos_abs";"votos_perc"
"SP";"ARARAQUARA";"61638";"3503208";"12";"937";"0,80"
"SP";"ARARAQUARA";"61638";"3503208";"27";"57";"0,05"
"SP";"ARARAQUARA";"61638";"3503208";"13";"50395";"42,98"
"SP";"ARARAQUARA";"61638";"3503208";"80";"421";"0,36"
"SP";"ARARAQUARA";"61638";"3503208";"45";"15708";"13,40"
"SP";"ARARAQUARA";"61638";"3503208";"29";"56";"0,05"
"SP";"ARARAQUARA";"61638";"3503208";"16";"92";"0,08"
"SP";"ARARAQUARA";"61638";"3503208";"21";"257";"0,22"
"SP";"ARARAS";"61654";"3503307";"10";"36517";"54,00"
"SP";"ARARAS";"61654";"3503307";"30";"918";"1,36"
"SP";"ARARAS";"61654";"3503307";"12";"458";"0,68"
"SP";"ARARAS";"61654";"3503307";"27";"26";"0,04"
"SP";"ARARAS";"61654";"3503307";"13";"15990";"23,64"
"SP";"ARARAS";"61654";"3503307";"80";"218";"0,32"
"SP";"ARARAS";"61654";"3503307";"45";"13320";"19,70"
"SP";"ARARAS";"61654";"3503307";"29";"19";"0,03"
"SP";"ARARAS";"61654";"3503307";"16";"29";"0,04"
"SP";"ARARAS";"61654";"3503307";"21";"135";"0,20"
"SP";"ARAÇARIGUAMA";"61263";"3502754";"10";"4572";"40,92"
"SP";"ARAÇARIGUAMA";"61263";"3502754";"30";"75";"0,67"
"SP";"ARAÇARIGUAMA";"61263";"3502754";"12";"642";"5,75"
"SP";"ARAÇARIGUAMA";"61263";"3502754";"27";"2";"0,02"
"SP";"ARAÇARIGUAMA";"61263";"3502754";"13";"3315";"29,67"
"SP";"ARAÇARIGUAMA";"61263";"3502754";"80";"36";"0,32"
"SP";"ARAÇARIGUAMA";"61263";"3502754";"45";"2510";"22,46"
"SP";"ARAÇARIGUAMA";"61263";"3502754";"29";"1";"0,01"
"SP";"ARAÇARIGUAMA";"61263";"3502754";"16";"8";"0,07"
"SP";"ARAÇARIGUAMA";"61263";"3502754";"21";"13";"0,12"
"SP";"ARAÇATUBA";"61557";"3502804";"10";"60654";"57,00"
"SP";"ARAÇATUBA";"61557";"3502804";"30";"1192";"1,12"
"SP";"ARAÇATUBA";"61557";"3502804";"12";"477";"0,45"
"SP";"ARAÇATUBA";"61557";"3502804";"27";"30";"0,03"
